"VCS_block","VCS_COUNT","VCS_MED_ADJ_SALES_PRICE","VCS_MED_ADJ_SALES_RATIO","VCS_PERCENT_ASIAN","VCS_PERCENT_BLACK","VCS_PERCENT_HISPANIC","VCS_PERCENT_WHITE","VCS_MED_SALES_RATIO"
"C738D",8,304855.842185129,0.580579066442389,2.652197643375,16.62580554125,32.66956652,39.317581785,0.611723981143552
"C831C",13,212409.638554217,0.397278354854137,1.88267517507692,53.6025550261538,26.7634561846154,15.1966060805385,0.494337254901961
"C832L",5,232685.887708649,0.573820231707317,0,26.38504155,51.10803324,21.32963989,0.588142857142857
"D708A",19,311077.389984826,0.570633351436753,16.01343785,4.479283315,1.511758119,74.41209406,0.664825925925926
"D709B",9,292412.746585736,0.490627118644068,0,25.96491228,26.9005848,44.09356725,0.579829181494662
"D709C",9,617469.879518072,0.663460304878049,7.371167645,11.2198304,6.196999348,74.36399217,0.764126923076923
"D718A",31,656987.951807229,0.61620597206522,8.610086101,21.52521525,0,68.94218942,0.692251063829787
"D718B",44,194237.5,0.596395,2.011680727,66.32057106,3.958468527,26.47631408,0.662648756756757
"D719A",39,194750,0.437489088575096,5.501330967,8.42945874,7.808340728,77.01863354,0.468495238095238
"D739A",13,196600.91047041,0.489560975609756,0,95.77384352,0,4.226156482,0.50635
"D747A",46,271442.242033384,0.623466906159126,34.10672854,30.9579052,1.491547895,31.15677826,0.726937585929828
"D798A",12,1096547.79969651,0.715284824119241,0.61462815,2.274124155,0,87.95328826,0.763093333333333
"D798C",23,584825.493171472,0.731027648298705,0.61462815,2.274124155,0,87.95328826,0.755499241274659
"D798D",5,450000,0.668322824581958,0.61462815,2.274124155,0,87.95328826,0.661635555555556
"D798E",39,497125,0.746246919788786,0.61462815,2.274124155,0,87.95328826,0.800840425531915
"D798F",41,471500,0.754683202671313,0.61462815,2.274124155,0,87.95328826,0.801389743589744
"D798G",29,269710.843373494,0.571115100242625,16.01343785,4.479283315,1.511758119,74.41209406,0.644114624505929
"D798H",79,281566.265060241,0.517360269360269,16.01343785,4.479283315,1.511758119,74.41209406,0.543916363636364
"D802A",16,422562.5,0.503729132791328,6.420545746,3.531300161,0,85.71428571,0.516322361111111
"D810A",5,269575,0.47109709728276,22.3880597,32.46268657,3.731343284,29.85074627,0.482874524714829
"D811A",10,237800,0.480539949879897,14.40329218,1.783264746,3.223593964,76.54320988,0.488521934460888
"D812B",9,330000,0.529490909090909,10.77981651,42.66055046,17.66055046,27.06422018,0.557841935483871
"D812D",8,385735.963581184,0.62982398163723,35.95419847,10.15267176,10.61068702,41.3740458,0.745228849590469
"D821C",11,625000,0.7126128,3.223443223,9.377289377,6.373626374,74.72527473,0.77626968973747
"D821E",6,183535.660091047,0.664546814269694,0,26.24179944,28.39737582,28.49109653,0.812886666666667
"D821I",6,722093.076402728,0.694863152868531,3.223443223,9.377289377,6.373626374,74.72527473,0.777305521036748
"D821J",9,745903.614457831,0.80006243902439,5.31358885,8.536585366,3.135888502,65.67944251,0.817102173913044
"D821K",68,802463.855421687,0.987873655761586,3.223443223,9.377289377,6.373626374,74.72527473,0.975971563523495
"D821S",43,390713.201820941,0.774066871264739,2.336448598,32.57676903,6.608811749,56.00801068,0.919187692307692
"D822A",50,164000,0.678506738544474,1.254064097,42.63817928,29.07570831,15.09521598,0.678506738544474
"D822C",39,248963.855421687,0.48528518902439,2.480916031,7.951653944,8.905852417,69.91094148,0.527375545851528
"D822I",26,427731.411229135,0.793076884097368,5.31358885,8.536585366,3.135888502,65.67944251,0.840456412529551
"D822L",6,1318968.13353566,0.832441835377166,2.480916031,7.951653944,8.905852417,69.91094148,0.95261737704918
"D822U",23,426400,0.95854883151342,12.82431431,6.152705708,10.15567087,61.00815419,0.982512552301255
"D831D",5,373292.867981791,0.664642424242424,3.223443223,9.377289377,6.373626374,74.72527473,0.731106666666667
"D831K",25,368012.048192771,0.909188492184174,3.223443223,9.377289377,6.373626374,74.72527473,0.9312
"D834V",11,415000,0.740331182795699,0,61.07544141,3.451043339,28.81219904,0.773624685138539
"D840A",14,130255.271084337,0.470156104605089,0,15.98101266,67.7742616,14.50421941,0.481910007220217
"D841A",10,71547.7996965099,0.397605339419582,0,30.72143597,55.36762168,10.52813255,0.494744124922696
"R707B",18,730350,0.679865490918526,16.01343785,4.479283315,1.511758119,74.41209406,0.716875387931035
"R707D",82,738231.25,0.562666160729953,20.94517958,7.069943289,1.890359168,65.86011342,0.57436219832736
"R707F",6,526825.301204819,0.590415016013797,15.4331309533333,7.77548942366667,1.67411674,69.6789490666667,0.630488599695586
"R707U",20,852500,0.475286861092996,20.94517958,7.069943289,1.890359168,65.86011342,0.469560513368984
"R708A",44,591358.118361153,0.600354635249972,10.8844647309091,2.93102845731818,0.206148834409091,85.4897088913636,0.627953672316384
"R708C",54,575798.62698137,0.608132012593464,10.07462687,2.686567164,0,87.23880597,0.677653684934599
"R708D",9,472837.632776935,0.86855607830552,7.371167645,11.2198304,6.196999348,74.36399217,0.93659649122807
"R708F",15,925000,0.662834594594595,8.610086101,21.52521525,0,68.94218942,0.668860606060606
"R708G",7,527875,0.552572219339215,0,20.25316456,4.068716094,70.70524412,0.6282825
"R708R",16,593870.068285281,0.636628006288774,7.371167645,11.2198304,6.196999348,74.36399217,0.73772358490566
"R709A",14,818133.535660091,0.618469401870487,0.61462815,2.274124155,0,87.95328826,0.659063974358974
"R709B",12,1355250,0.47375734052892,0.61462815,2.274124155,0,87.95328826,0.527479512452512
"R709C",15,691566.265060241,0.615712508710801,7.371167645,11.2198304,6.196999348,74.36399217,0.60964121037464
"R709D",17,441729.893778452,0.633530942132951,7.371167645,11.2198304,6.196999348,74.36399217,0.662039024390244
"R709E",14,404700.303490137,0.53132400362145,7.371167645,11.2198304,6.196999348,74.36399217,0.581195607043559
"R709F",13,393201.820940819,0.665976291047827,0.446899852230769,25.70946509,24.8313090461538,46.1138171615385,0.684658227848101
"R709G",12,721312.5,0.552374957880069,0,25.96491228,26.9005848,44.09356725,0.603299235598963
"R709H",9,805000,0.625847588237432,0,25.96491228,26.9005848,44.09356725,0.72345035971223
"R709I",8,601623.672230653,0.627663432607721,5.809698079,22.64409881,0,70.3568161,0.701827088840363
"R709J",5,690591.805766313,0.556337644817073,5.809698079,22.64409881,0,70.3568161,0.69225625
"R709K",13,605000,0.525703703703704,5.809698079,22.64409881,0,70.3568161,0.59930297029703
"R709L",28,777178.463855422,0.640566288547799,5.809698079,22.64409881,0,70.3568161,0.695289988306274
"R709M",16,482169.95447648,0.574021624607256,5.809698079,22.64409881,0,70.3568161,0.668408392181589
"R709P",8,937500,0.290490811965812,5.809698079,22.64409881,0,70.3568161,0.290490811965812
"R709Q",6,633577.389984826,0.611201033192846,5.809698079,22.64409881,0,70.3568161,0.664191966893866
"R709R",21,466313.253012048,0.622542277525896,5.20259627571429,18.8390111204762,5.11962662380952,61.6296096819048,0.638105834464043
"R709S",6,1153000,0.451733532934132,0,25.96491228,26.9005848,44.09356725,0.451733532934132
"R717B",9,1877108.43373494,0.635423913043478,20.94517958,7.069943289,1.890359168,65.86011342,0.71826125
"R717C",46,719673.653262519,0.575108336646166,9.922113105,19.77649848,1.896376566,62.71588215,0.606360896925859
"R717D",43,838450,0.614473705124692,9.922113105,19.77649848,1.896376566,62.71588215,0.680078125
"R717F",38,627754.172989378,0.562882247205285,20.94517958,7.069943289,1.890359168,65.86011342,0.617778701955121
"R717G",69,560000,0.561185642444053,20.94517958,7.069943289,1.890359168,65.86011342,0.5842
"R717H",10,706533.13253012,0.567569127660043,9.922113105,19.77649848,1.896376566,62.71588215,0.637456124342716
"R717J",12,764736.445783132,0.61711768993552,9.922113105,19.77649848,1.896376566,62.71588215,0.64281611423679
"R717K",59,752807.283763278,0.780123918926184,9.922113105,19.77649848,1.896376566,62.71588215,0.965953138075314
"R718A",9,675000,0.538959715716362,20.94517958,7.069943289,1.890359168,65.86011342,0.547764790764791
"R718B",30,549875.948406677,0.547197548093439,12.67710664,8.128262491,1.565995526,71.58836689,0.582647160282066
"R718C",8,435250.489057901,0.553537638580931,12.155584526,26.07789913,1.129943503,57.70434807,0.570507361111111
"R718D",101,491502.276176024,0.557982237248115,4.94242908078218,22.5371338619802,3.30206654516832,67.3008073773267,0.595637931034483
"R718E",13,435625,0.564508562532434,6.272273699,40.62722737,12.40199572,27.44119743,0.593694117647059
"R718F",29,416843.702579666,0.526735505311258,6.272273699,40.62722737,12.40199572,27.44119743,0.585837837837838
"R718G",7,360849.772382398,0.612684327165685,2.011680727,66.32057106,3.958468527,26.47631408,0.70051875
"R718H",19,442352.048558422,0.63784578313253,12.67710664,8.128262491,1.565995526,71.58836689,0.690145
"R718I",7,461250,0.554382294096854,15.38461538,23.45523329,0,58.0075662,0.629995555555556
"R718J",6,533524.84939759,0.712547965313436,8.926553672,28.70056497,2.259887006,57.40112994,0.759035297619048
"R718K",6,428463.220789074,0.67736798996508,8.926553672,28.70056497,2.259887006,57.40112994,0.73942378775284
"R719A",33,543763.277693475,0.558886064301552,5.82010582,23.28042328,6.084656085,54.4973545,0.59980888030888
"R719B",12,507056.145675266,0.596458292756155,6.588579795,46.41288433,0,46.99853587,0.682268860560966
"R719C",33,1219750,0.533998213414634,3.072870939,0,3.248463565,85.95258999,0.59342
"R719D",8,485280.728376328,0.581619245547813,1.152326602125,16.96145723125,1.944150605625,76.384808365,0.644648346275525
"R719E",26,1181047.04097117,0.584077228043486,2.43252534419231,0.460223537038461,3.02106656973077,88.1094206261538,0.61388024600939
"R719F",91,1081375,0.558686350021395,0.858700732164835,10.8452384495055,2.51281766372527,83.7744816697802,0.61345641025641
"R719G",24,453674.515969797,0.555022766189689,1.963439404,39.47190251,3.588354773,46.58090724,0.614709070294785
"R719H",12,532253.414264036,0.593407662617777,0,27.13833157,1.16156283,70.64413939,0.706361759540696
"R719I",22,359799.886191199,0.517866535375893,5.501330967,8.42945874,7.808340728,77.01863354,0.589348629385965
"R719J",26,473281.25,0.530202099131528,1.963439404,39.47190251,3.588354773,46.58090724,0.550856901646264
"R719K",16,539113.232901256,0.506415298226164,1.405975395,7.029876977,6.590509666,79.61335677,0.539109021449668
"R719L",25,643308.042488619,0.557213093709885,3.51126616552,35.16839522792,3.4252681238,49.5389690724,0.580637209302326
"R727A",13,436130.500758725,0.7058326271777,12.0211124093846,20.1924800098462,3.83084730938462,59.2165511169231,0.814785897435897
"R727B",65,581714.719271624,0.596993939393939,5.21148549844616,39.6340120476923,1.83217122683077,46.7230265307692,0.628120388349515
"R727C",30,493251.138088012,0.547455585699173,8.01618270766667,33.529854836,1.17012111626667,53.879063546,0.604125076551168
"R727D",64,622154.779969651,0.585810882500333,9.28358441129688,26.5342547904688,1.55194949267188,57.6767032870313,0.623633548219927
"R727E",27,659484.06676783,0.558106086956522,4.08711604274074,48.3003764025926,1.49263536566667,40.1328582651852,0.607468120805369
"R727F",61,497125,0.555578576816696,0.72815534,17.31391586,3.478964401,71.60194175,0.589085255767302
"R727G",188,385735.963581184,0.544451266773019,2.73983628917021,22.166272403617,7.69697226764894,60.1010796579787,0.582903570679373
"R727I",7,410000,0.655524390243903,5.98184549142857,18.7211059285714,2.57462849528571,66.5241934071429,0.6719125
"R727K",5,563000,0.545338769458858,10.6397836908,31.189114538,6.6055866792,48.51540616,0.610911602209945
"R728B",12,652455.216922317,0.535148380217779,11.783785409,27.924252605,19.904563395,38.51455483,0.5969175
"R728C",23,484096.385542169,0.5447131242741,16.81547619,24.35515873,28.67063492,30.15873016,0.562057761732852
"R728D",18,594378.942172331,0.553401965884357,16.81547619,24.35515873,28.67063492,30.15873016,0.614800637404027
"R729A",111,477000,0.544934009317621,6.1600248067027,26.4318182916216,2.19531075226126,62.9363960224324,0.5921525
"R729B",45,389500,0.540288,10.0776329571111,4.82553210191111,3.77995191517778,74.2116658024444,0.564502127659574
"R729C",25,670000,0.550910236220472,1.405975395,7.029876977,6.590509666,79.61335677,0.579957100591716
"R729D",203,467795.180722892,0.547870097560976,7.21569360129064,26.5124829770936,5.3586092149064,58.4478391718227,0.602141176470588
"R729E",13,484096.385542169,0.540908411214953,21.55207077,39.20386007,9.288299156,28.58866104,0.574049504950495
"R729G",13,385735.963581184,0.516918073796123,21.55207077,39.20386007,9.288299156,28.58866104,0.521564803804994
"R729H",13,480000,0.53881915956509,21.55207077,39.20386007,9.288299156,28.58866104,0.555063157894737
"R729I",27,350722.891566265,0.585965714285714,12.5052403449259,38.891856630037,9.22946468385185,35.4201659396296,0.639593333333333
"R729J",62,294687.5,0.549238680065255,0.417469493,54.49582531,28.19524727,15.54271034,0.60237393383056
"R729K",11,497723.823975721,0.561521317073171,0,79.76625274,6.939371804,13.29437546,0.576528155339806
"R729L",10,531360.617469879,0.538734091864412,2.52293578,42.35474006,16.13149847,36.16207951,0.556941831775701
"R729M",109,388475,0.54312131664776,2.81709184763303,53.8720315342202,12.2152942922385,29.6705544755046,0.60805
"R729N",14,414062.745671609,0.506207259087003,0.417469493,54.49582531,28.19524727,15.54271034,0.526067496476523
"R729O",32,440375,0.521889828706675,21.55207077,39.20386007,9.288299156,28.58866104,0.53738
"R729P",8,313610.984149039,0.62224537652439,0,79.76625274,6.939371804,13.29437546,0.713572440586396
"R729Q",7,425000,0.547009411764706,6.157965194,26.17135207,2.008032129,63.58768407,0.562048192771084
"R729R",10,369833.584337349,0.567222401289283,6.157965194,26.17135207,2.008032129,63.58768407,0.601831630824373
"R729S",31,394446.130500759,0.760888757506116,2.32172471,64.59369818,7.711442786,11.35986733,0.946781155015198
"R738A",43,452537.5,0.558378590078329,1.861832435,31.50416463,5.634492896,55.41401274,0.584133333333333
"R738B",32,424220.125189681,0.527102697767601,1.861832435,31.50416463,5.634492896,55.41401274,0.576265855614973
"R739A",7,367071.320182094,0.51289144605503,0,95.77384352,0,4.226156482,0.604935593220339
"R739B",69,297250,0.594016673018293,14.5333407554348,32.4686820576812,12.6880162254493,37.102688915942,0.642969072164948
"R739C",23,428450,0.598558327120389,21.79824561,39.69298246,0,37.93859649,0.640754672897196
"R739D",35,335963.581183612,0.530665935872842,3.03327411485714,58.1524858097143,10.0896308354857,23.2416940825714,0.578878048780488
"R739E",23,461000,0.549789119560887,2.38296286173913,57.8253196217391,10.2740684289565,18.9083666891304,0.554841860465116
"R747A",37,510771.084337349,0.549184866962306,34.10672854,30.9579052,1.491547895,31.15677826,0.568370833333333
"R747D",11,635500,0.572150776053215,16.47244094,26.77165354,10.67716535,43.46456693,0.642603225806452
"R747E",26,549126.506024096,0.592745271164021,16.47244094,26.77165354,10.67716535,43.46456693,0.619721196172249
"R748A",132,587261.641406293,0.614151477443258,10.24868124,31.98944989,1.620195931,50.03767898,0.629990029411765
"R749B",12,452660.375569044,0.572192807880427,10.24868124,31.98944989,1.620195931,50.03767898,0.63032178392181
"R749C",49,414939.759036145,0.54419917728431,10.24868124,31.98944989,1.620195931,50.03767898,0.589301298701299
"R757A",6,301745.068285281,0.743439297670288,11.2859745233333,31.119817165,3.12969083416667,48.942160305,0.842586834733894
"R758A",26,626493.550834598,0.672048726078799,7.96812749,44.09030544,2.921646746,41.03585657,0.712114514928459
"R759A",9,515144.157814871,0.540887591759413,0,38.58490566,24.62264151,32.83018868,0.623610869565217
"R759B",20,494861.91198786,0.533980046122577,10.24868124,31.98944989,1.620195931,50.03767898,0.568716313275522
"R759C",33,495235.204855842,0.550997222222222,4.281891169,21.67707404,2.943800178,61.46297948,0.587322645290581
"R759D",37,394446.130500759,0.567443771639609,4.281891169,21.67707404,2.943800178,61.46297948,0.635893150684931
"R759E",34,372000,0.549622104381276,3.91861341529412,39.8171047723529,4.453919068,43.7662128844118,0.587935135135135
"R759F",15,381812.5,0.503422764227642,10.24868124,31.98944989,1.620195931,50.03767898,0.516008333333333
"R759G",30,433407.018209408,0.59872234423766,0,44.66279589,6.208128629,39.88387673,0.620078772231784
"R769A",52,404637.803490137,0.653094033615868,5.23220926584615,13.7683342343077,4.14589135678846,73.4626797369231,0.662752222222222
"R769B",80,661893.75,0.761594855719684,11.81364393,21.21464226,4.076539101,61.64725458,0.770825155724673
"R769C",221,591047.040971168,0.636827428571429,2.031694433,4.794798862,14.38439659,78.78911012,0.683292857142857
"R769D",236,414939.759036145,0.757638615473613,2.912621359,13.03744799,2.357836338,75.17337032,0.760684915899534
"R769E",26,702439.301972686,0.816982764227642,2.031694433,4.794798862,14.38439659,78.78911012,0.948366006441224
"R769M",24,628257.078313253,0.586472506755683,11.81364393,21.21464226,4.076539101,61.64725458,0.608804399554083
"R769N",45,511475,0.83480325203252,11.81364393,21.21464226,4.076539101,61.64725458,0.881420841683367
"R779A",36,385367.981790592,0.520505508768332,11.5663933030278,20.9874979747222,4.02879735758333,62.0229800172222,0.564290010074552
"R779B",24,458875,0.530289522142306,11.81364393,21.21464226,4.076539101,61.64725458,0.56645
"R779C",36,453861.91198786,0.535250454423951,11.81364393,21.21464226,4.076539101,61.64725458,0.578852363977486
"R779H",23,523614.457831325,0.607632825203252,11.81364393,21.21464226,4.076539101,61.64725458,0.70108138238573
"R797A",15,750000,0.667878819512195,16.01343785,4.479283315,1.511758119,74.41209406,0.673360248447205
"R798B",6,321762.5,0.553656594206667,16.01343785,4.479283315,1.511758119,74.41209406,0.553656594206667
"R798C",8,1138750,0.701254129031736,0.61462815,2.274124155,0,87.95328826,0.728121535837794
"R798E",44,1272112.1016692,0.615902112301708,0.61462815,2.274124155,0,87.95328826,0.651200516934046
"R799A",20,544248.103186646,0.441378610841648,0,20.25316456,4.068716094,70.70524412,0.516979122621565
"R800A",15,460394.537177542,0.579438254172015,14.19753086,20.37037037,0.396825397,53.92416226,0.624768374164811
"R800B",67,527875,0.596261535278746,11.2314354333134,10.9405514788358,0.468556687432836,71.884525279403,0.630376315789474
"R800C",32,666558.734939759,0.548339656432974,9.47224993109375,11.4160495957812,0.08680555559375,75.9468946115625,0.602298723342521
"R800D",5,462361.445783133,0.603444233449477,8.149171271,8.908839779,0,82.11325967,0.596928421052632
"R800E",21,830250,0.587005479452055,8.149171271,8.908839779,0,82.11325967,0.626136774193548
"R800F",11,755000,0.626017772962844,14.40329218,1.783264746,3.223593964,76.54320988,0.645478092783505
"R800G",36,797187.5,0.634987610151401,14.19753086,20.37037037,0.396825397,53.92416226,0.672477697185174
"R801A",27,690000,0.56763672417212,10.9975326,12.19598167,0,70.46175538,0.626925
"R801B",7,686858.877086495,0.568596928635953,10.9975326,12.19598167,0,70.46175538,0.582811851851852
"R801C",8,666638.846737481,0.573654075759825,10.9975326,12.19598167,0,70.46175538,0.570243353617309
"R801D",10,566405.120481928,0.583033157785201,10.9975326,12.19598167,0,70.46175538,0.598955898520084
"R801E",19,576000,0.602405405405405,14.0447911715789,2.87934021168421,2.88426828357895,75.9030567747369,0.669255172413793
"R801F",35,871250,0.660888938738886,10.9975326,12.19598167,0,70.46175538,0.658720151610866
"R801I",10,616607.857834982,0.555059745451026,10.9975326,12.19598167,0,70.46175538,0.618894884917175
"R801J",7,1101875,0.544743278502552,10.9975326,12.19598167,0,70.46175538,0.608656888888889
"R802A",11,771471.927162367,0.594630419099966,6.420545746,3.531300161,0,85.71428571,0.637864788732394
